run_tag,run_datetime,dataset,victim_type,seed,d_in,max_rows,budget_target,gen_mode,adv_norm,epochs,batch_size,query_budget,extract_sec,queries_per_sec,ms_per_query,teacher_auroc,teacher_auprc,student_auroc,student_auprc,fidelity_mse,fidelity_mae,fidelity_spearman
CIC-IDS2017_NeuTraL-AD_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,CIC-IDS2017,NeuTraL-AD,42,69,200000,1000000,gen_var,standard,20,1024,1000000,66.39674520492554,15060.979222906495,0.06639674520492554,0.8886384981700304,0.7663634225462652,0.14035169121494698,0.08172751245925058,27.907690048217773,5.139166355133057,-0.5157533519869122
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,50,gen_var,standard,20,1024,50,0.04005742073059082,1248.2081743674596,0.8011484146118164,0.8143256542443168,0.8532357832260655,0.23023525849130339,0.516790669518166,434437376.0,2624.20263671875,0.31560122076476554
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,100,gen_var,standard,20,1024,100,0.07114744186401367,1405.5319120416602,0.7114744186401367,0.8143256542443168,0.8532357832260655,0.26767896227917776,0.5326656270215377,434376512.0,2624.69384765625,0.42664421386716356
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,200,gen_var,standard,20,1024,200,0.06852555274963379,2918.6192883510716,0.34262776374816895,0.8143256542443168,0.8532357832260655,0.27621823761937614,0.54020113796045,434327264.0,2624.8125,0.37849772993831143
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,500,gen_var,standard,20,1024,500,0.06827569007873535,7323.250770858577,0.1365513801574707,0.8143256542443168,0.8532357832260655,0.3196569393706265,0.5595840114857982,434352576.0,2625.56396484375,0.4914882735537895
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,1000,gen_var,standard,20,1024,1000,0.07451725006103516,13419.711532308638,0.07451725006103516,0.8143256542443168,0.8532357832260655,0.22498962375937062,0.5202158272192322,434396928.0,2626.148193359375,0.32803540074031495
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,2000,gen_var,standard,20,1024,2000,0.150634765625,13277.147487844408,0.0753173828125,0.8143256542443168,0.8532357832260655,0.25857386490241363,0.5375003324613012,433214784.0,2701.534423828125,0.3791644017250179
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,5000,gen_var,standard,20,1024,5000,0.3896522521972656,12831.954574379559,0.07793045043945312,0.8143256542443168,0.8532357832260655,0.3310520603522822,0.5569795022011313,415754688.0,3997.2109375,0.4177847805705072
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,10000,gen_var,standard,20,1024,10000,0.7677206993103027,13025.570378633402,0.07677206993103028,0.8143256542443168,0.8532357832260655,0.2751532532027822,0.540320997869191,476694720.0,12580.4130859375,0.2726233142018314
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,50000,gen_var,standard,20,1024,50000,3.90742826461792,12796.14022674557,0.0781485652923584,0.8143256542443168,0.8532357832260655,0.22747606432754408,0.538218422219526,122614800.0,8150.40087890625,0.34295215534130336
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,100000,gen_var,standard,20,1024,100000,8.110950231552124,12329.011662652483,0.08110950231552123,0.8143256542443168,0.8532357832260655,0.23054440149332622,0.5403696772221331,23069694.0,2553.7568359375,0.33148626051412905
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,500000,gen_var,standard,20,1024,500000,34.02959585189819,14693.09251206137,0.06805919170379639,0.8143256542443168,0.8532357832260655,0.41697902887247196,0.6184526057732785,653549.0,367.8799133300781,0.5169987800848941
InSDN_DatasetCSV_pyod-AE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-AE,42,65,200000,1000000,gen_var,standard,20,1024,1000000,66.89280962944031,14949.289849530976,0.0668928096294403,0.8143256542443168,0.8532357832260655,0.5490390811213584,0.634429444592442,572826.125,229.278076171875,0.4332392716587218
InSDN_DatasetCSV_pyod-VAE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-VAE,42,65,200000,50,gen_var,standard,20,1024,50,0.037313222885131836,1340.0075397915696,0.7462644577026367,0.7858509536512552,0.825721970922207,0.22532662849648735,0.5206738264940189,434425152.0,2620.453369140625,0.3363247451266303
InSDN_DatasetCSV_pyod-VAE_TEMPEST_TRAJ_max1000000_gen_var_standard,2026-02-28 13:45:19,InSDN_DatasetCSV,pyod-VAE,42,65,200000,100,gen_var,standard,20,1024,100,0.06774187088012695,1476.191883996762,0.6774187088012695,0.7858509536512552,0.825721970922207,0.26766840500740086,0.5326631755575519,434369408.0,2622.205810546875,0.4871552383638301
